Log ID,Username,Log Type,command,file,filename,full_command,stderr,stdout,time
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,“hello world”,misc_child/echo.out,cat misc_child/echo.out,,“hello world”,2024-01-04:21:24
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,echo,,,echo “goodbye world” > misc_child/echo_output.txt,,,2024-01-04:21:25
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,“goodbye world”,misc_child/echo_output.txt,cat misc_child/echo_output.txt,,“goodbye world”,2024-01-04:21:25
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,echo,,,echo “hello world” >> misc_child/echo_output.txt,,,2024-01-04:21:25
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,echo,"“goodbye world”
“hello world”",misc_child/echo_output.txt,echo misc_child/echo_output.txt,,misc_child/echo_output.txt,2024-01-04:21:25
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"“goodbye world”
“hello world”",misc_child/echo_output.txt,cat misc_child/echo_output.txt,,"“goodbye world”
“hello world”",2024-01-04:21:25
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"This is cat input
More cat input",cat.out,cat cat.out goodbye.txt hello_goodbye.txt hello.txt ls.out misc_child,cat: misc_child: Is a directory,"This is cat input
More cat input
goodbye beautiful
world
Hello 
World
goodbye beautiful
world
Hello 
World
goodbye.txt
hello.txt
ls.out
misc_child",2024-01-04:21:25
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"goodbye beautiful
world",goodbye.txt,cat goodbye.txt hello_goodbye.txt hello.txt,,"goodbye beautiful
world
Hello 
World
goodbye beautiful
world
Hello 
World",2024-01-04:21:26
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,,,cat ~/data-store/data/output/misc/*,cat: /home/jovyan/data-store/data/output/misc/misc_child: Is a directory,"This is cat input
More cat input
goodbye beautiful
world
Hello 
World
goodbye beautiful
world
Hello 
World
goodbye.txt
hello.txt
ls.out
misc_child",2024-01-04:21:26
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"Hello 
World
goodbye beautiful
world",hello_goodbye.txt,cat hello_goodbye.txt hello.txt,,"Hello 
World
goodbye beautiful
world
Hello 
World",2024-01-04:21:26
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"Hello 
World
goodbye beautiful
world",hello_goodbye.txt,cat hello_goodbye.txt hello.txt,,"Hello 
World
goodbye beautiful
world
Hello 
World",2024-01-04:21:26
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls -l ~/*.txt,,"-rw-r--r-- 1 jovyan users 160 Jan 4 21:00 /home/jovyan/allsuggestions.txt
-rw-r--r-- 1 jovyan users 162 Jan 4 21:00 /home/jovyan/numberedsuggestions.txt
-rw-r--r-- 1 jovyan users 0 Jan 4 21:26 /home/jovyan/stderr.txt
-rw-r--r-- 1 jovyan users 80 Jan 4 21:00 /home/jovyan/tmpsuggestions.txt",2024-01-04:21:26
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,echo,"This is cat input
More cat input",cat.out,echo cat.out goodbye.txt hello_goodbye.txt hello.txt ls.out misc_child,,cat.out goodbye.txt hello_goodbye.txt hello.txt ls.out misc_child,2024-01-04:21:26
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,echo,,~/*.txt,echo ~/*.txt,,/home/jovyan/allsuggestions.txt /home/jovyan/numberedsuggestions.txt /home/jovyan/stderr.txt /home/jovyan/tmpsuggestions.txt,2024-01-04:21:26
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cp,"goodbye beautiful
world",goodbye.txt,cp goodbye.txt copied_goodbye.txt,,,2024-01-04:21:27
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"goodbye beautiful
world",copied_goodbye.txt,cat copied_goodbye.txt,,"goodbye beautiful
world",2024-01-04:21:27
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cp,"goodbye beautiful
world",goodbye.txt,cp goodbye.txt misc_child/copied_goodbye.txt,,,2024-01-04:21:27
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"goodbye beautiful
world",misc_child/copied_goodbye.txt,cat misc_child/copied_goodbye.txt,,"goodbye beautiful
world",2024-01-04:21:28
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cp,"goodbye beautiful
world",goodbye.txt,cp goodbye.txt misc_child,,,2024-01-04:21:28
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"cat.out
copied_goodbye.txt
goodbye.txt
hello_goodbye.txt
hello.txt
ls.out
misc_child",2024-01-04:21:28
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd misc_child/,,,2024-01-04:21:28
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"copied_goodbye.txt
echo.out
echo_output.txt
goodbye.txt
misc_child_child",2024-01-04:21:28
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,..,cd ..,,,2024-01-04:21:28
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mv,,goodbye.txt,mv goodbye.txt renamed_goodbye.txt,,,2024-01-04:21:28
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"cat.out
copied_goodbye.txt
hello_goodbye.txt
hello.txt
ls.out
misc_child
renamed_goodbye.txt",2024-01-04:21:28
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mv,,renamed_goodbye.txt,mv renamed_goodbye.txt misc_child/,,,2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd misc_child/,,,2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"copied_goodbye.txt
echo.out
echo_output.txt
goodbye.txt
misc_child_child
renamed_goodbye.txt",2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,..,cd ..,,,2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,move,"Hello 
World",hello.txt,move hello.txt ~/,/home/jovyan/.offline.sh: line 368: move: command not found,,2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mv,,hello.txt,mv hello.txt ~/,,,2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd ~/,,,2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"allsuggestions.txt
data-store
hello.txt
numberedsuggestions.txt
stderr.txt
stdout.txt
SuperShell
tmpsuggestions.txt
work",2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ln,,,ln -s hello.txt linked_hello.txt,,,2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"Hello 
World",linked_hello.txt,cat linked_hello.txt,,"Hello 
World",2024-01-04:21:29
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls -l linked_hello.txt,,lrwxrwxrwx 1 jovyan users 9 Jan 4 21:29 linked_hello.txt -> hello.txt,2024-01-04:21:30
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mkdir,,,mkdir link_test,,,2024-01-04:21:30
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd link_test,,,2024-01-04:21:30
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ln,,,ln -s ../hello.txt hello.txt,,,2024-01-04:21:30
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"Hello 
World",hello.txt,cat hello.txt,,"Hello 
World",2024-01-04:21:30
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls -l hello.txt,,lrwxrwxrwx 1 jovyan users 12 Jan 4 21:30 hello.txt -> ../hello.txt,2024-01-04:21:30
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mv,,~/hello.txt,mv ~/hello.txt ~/renamed_hello.txt,,,2024-01-04:21:31
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,,hello.txt,cat hello.txt,cat: hello.txt: No such file or directory,,2024-01-04:21:31
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls -l hello.txt,,lrwxrwxrwx 1 jovyan users 12 Jan 4 21:30 hello.txt -> ../hello.txt,2024-01-04:21:31
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,..,cd ..,,,2024-01-04:21:31
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mv,,renamed_hello.txt,mv renamed_hello.txt hello.txt,,,2024-01-04:21:31
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cp,"Hello 
World",hello.txt,cp hello.txt copied_hello.txt,,,2024-01-04:21:31
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,pico,"Hello 
Universe",hello.txt,,,,2024-01-04:21:31
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"Hello 
Universe",hello.txt,cat hello.txt,,"Hello 
Universe",2024-01-04:21:32
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"Hello 
Universe",link_test/hello.txt,cat link_test/hello.txt,,"Hello 
Universe",2024-01-04:21:32
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cat,"Hello 
World",copied_hello.txt,cat copied_hello.txt,,"Hello 
World",2024-01-04:21:32
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,diff,"Hello 
Universe",hello.txt,diff hello.txt copied_hello.txt,,"2c2
< Universe
---
> World",2024-01-04:21:32
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,diff,"Hello 
Universe",hello.txt,diff hello.txt copied_hello.txt,,"2c2
< Universe
---
> World",2024-01-04:21:32
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,diff,"Hello 
World",copied_hello.txt,diff copied_hello.txt hello.txt,,"2c2
< World
---
> Universe",2024-01-04:21:32
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,diff,"Hello 
Universe",hello.txt,diff hello.txt link_test/hello.txt,,,2024-01-04:21:33
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cp,,,cp ~/data-store/data/output/misc ~/misc,cp: -r not specified; omitting directory '/home/jovyan/data-store/data/output/misc',,2024-01-04:21:34
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cp,,,cp -r ~/data-store/data/output/misc ~/misc,,,2024-01-04:21:34
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd misc/,,,2024-01-04:21:34
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"cat.out
copied_goodbye.txt
hello_goodbye.txt
ls.out
misc_child",2024-01-04:21:34
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mv,,,mv misc_child renamed_misc_child,,,2024-01-04:21:34
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"cat.out
copied_goodbye.txt
hello_goodbye.txt
ls.out
renamed_misc_child",2024-01-04:21:34
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ln,,,ln -s renamed_misc_child linked_misc_child,,,2024-01-04:21:35
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd renamed_misc_child/,,,2024-01-04:21:35
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mkdir,,,mkdir misc_child_another_child,,,2024-01-04:21:35
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"copied_goodbye.txt
echo.out
echo_output.txt
goodbye.txt
misc_child_another_child
misc_child_child
renamed_goodbye.txt",2024-01-04:21:35
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,..,cd ..,,,2024-01-04:21:35
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"cat.out
copied_goodbye.txt
hello_goodbye.txt
linked_misc_child
ls.out
renamed_misc_child",2024-01-04:21:35
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls renamed_misc_child/,,"copied_goodbye.txt
echo.out
echo_output.txt
goodbye.txt
misc_child_another_child
misc_child_child
renamed_goodbye.txt",2024-01-04:21:35
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls linked_misc_child,,"copied_goodbye.txt
echo.out
echo_output.txt
goodbye.txt
misc_child_another_child
misc_child_child
renamed_goodbye.txt",2024-01-04:21:35
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,rm,,-i,,,,2024-01-04:21:36
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,rm,,-i,,,,2024-01-04:21:36
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,rm,,-i,,,,2024-01-04:21:36
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,rm,,-i,,,,2024-01-04:21:36
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,rm,,-i,,,,2024-01-04:21:36
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls -R,,".:
cat.out
copied_goodbye.txt
hello_goodbye.txt
linked_misc_child
ls.out
renamed_misc_child

./renamed_misc_child:
copied_goodbye.txt
echo.out
echo_output.txt
goodbye.txt
misc_child_another_child
misc_child_child
renamed_goodbye.txt

./renamed_misc_child/misc_child_another_child:

./renamed_misc_child/misc_child_child:
misc_child_child_child

./renamed_misc_child/misc_child_child/misc_child_child_child:",2024-01-04:21:37
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,/bin/ls,,,/bin/ls,,"cat.out
copied_goodbye.txt
hello_goodbye.txt
linked_misc_child
ls.out
renamed_misc_child",2024-01-04:21:38
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,/bin/ls,,,/bin/ls /home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES/,,"Drug_A
Drug_B",2024-01-04:21:38
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,/usr/bin/which,,,/usr/bin/which ls,,/usr/bin/ls,2024-01-04:21:38
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,echo,,,echo $PATH,,/home/jovyan/Bash/bin:/opt/conda/bin:/opt/conda/condabin:/opt/conda/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/local/go/bin:/opt/gocommands,2024-01-04:21:38
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,echo,,,echo PATH,,PATH,2024-01-04:21:39
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,echo,,,echo $HOME,,/home/jovyan,2024-01-04:21:39
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd /home/jovyan/,,,2024-01-04:21:39
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mkdir,,,mkdir bin,,,2024-01-04:21:39
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,export,,,"export PATH=""$PATH:$HOME/bin""",,,2024-01-04:21:39
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"allsuggestions.txt
bin
copied_hello.txt
data-store
hello.txt
linked_hello.txt
link_test
misc
numberedsuggestions.txt
stderr.txt
SuperShell
tmpsuggestions.txt
work",2024-01-04:21:40
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd work/,,,2024-01-04:21:40
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mkdir,,,mkdir Bash,,,2024-01-04:21:40
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd Bash/,,,2024-01-04:21:40
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,pwd,,,pwd,,/home/jovyan/work/Bash,2024-01-04:21:40
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls ~/data-store/data/input/Discovery/,,"FilteredSortedOutput
RNASequenceOutput
TSVFiles
UncompressedSamples",2024-01-04:21:40
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls ~/data-store/data/input/Discovery/TSVFiles/,,"A_1_abundance.tsv
A_2_abundance.tsv
B_1_abundance.tsv
B_2_abundance.tsv",2024-01-04:21:40
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,mkdir,,,mkdir TSVFiles,,,2024-01-04:21:40
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,cd,,,cd TSVFiles/,,,2024-01-04:21:40
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ln,,,ln -s ~/data-store/data/input/Discovery/TSVFiles/* .,,,2024-01-04:21:41
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls,,"A_1_abundance.tsv
A_2_abundance.tsv
B_1_abundance.tsv
B_2_abundance.tsv",2024-01-04:21:41
2e123e766d95c82542c279d77c559c8674d147874d538bb576ebb6f9d29fada5,treesandwich4182,Bash,ls,,,ls -l,,"total 0
lrwxrwxrwx 1 jovyan users 71 Jan 4 21:41 A_1_abundance.tsv -> /home/jovyan/data-store/data/input/Discovery/TSVFiles/A_1_abundance.tsv
lrwxrwxrwx 1 jovyan users 71 Jan 4 21:41 A_2_abundance.tsv -> /home/jovyan/data-store/data/input/Discovery/TSVFiles/A_2_abundance.tsv
lrwxrwxrwx 1 jovyan users 71 Jan 4 21:41 B_1_abundance.tsv -> /home/jovyan/data-store/data/input/Discovery/TSVFiles/B_1_abundance.tsv
lrwxrwxrwx 1 jovyan users 71 Jan 4 21:41 B_2_abundance.tsv -> /home/jovyan/data-store/data/input/Discovery/TSVFiles/B_2_abundance.tsv",2024-01-04:21:41
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls /home/jovyan,,"data-store
stderr.txt
stdout.txt
SuperShell
work",2023-04-08:20:10
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,..,ls ..,,jovyan,2023-04-08:20:11
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls /home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES,,"Drug_A
Drug_B",2023-04-08:20:11
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,./data-store/data/input/RNA_SEQ_SAMPLES,ls ./data-store/data/input/RNA_SEQ_SAMPLES,,"Drug_A
Drug_B",2023-04-08:20:11
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,stderr.txt,ls stderr.txt,,stderr.txt,2023-04-08:20:12
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls aa,ls: cannot access 'aa': No such file or directory,,2023-04-08:20:12
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls,,"data-store
stderr.txt
stdout.txt
SuperShell
work",2023-04-08:20:12
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls -l data-store/data/input/Discovery/,,"total 0
dr-x------ 1 jovyan jovyan 0 Apr 8 15:27 FilteredSortedOutput
dr-x------ 1 jovyan jovyan 0 Apr 8 15:27 RNASequenceOutput
dr-x------ 1 jovyan jovyan 0 Apr 8 15:27 TSVFiles
dr-x------ 1 jovyan jovyan 0 Apr 8 15:27 UncompressedSamples",2023-04-08:20:16
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls -l data-store/data/input/Discovery/TSVFiles,,"total 0
-r-------- 1 jovyan jovyan 6237689 Apr 6 14:16 A1_abundance.tsv
-r-------- 1 jovyan jovyan 6135948 Apr 6 14:17 A2_abundance.tsv
-r-------- 1 jovyan jovyan 6237909 Apr 6 14:17 B1_abundance.tsv
-r-------- 1 jovyan jovyan 6237909 Apr 6 14:17 B2_abundance.tsv",2023-04-08:20:17
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,history,,,history,," 1 ls /home/jovyan
 2 ls ..
 3 ls /home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES
 4 ls ./data-store/data/input/RNA_SEQ_SAMPLES
 5 ls stderr.txt
 6 ls aa
 7 ls
 8 ls -l data-store/data/input/Discovery/
 9 ls -l data-store/data/input/Discovery/TSVFiles
 10 history",2023-04-08:20:17
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls -l stderr.txt,,-rw-r--r-- 1 jovyan users 0 Apr 8 20:34 stderr.txt,2023-04-08:20:34
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls -l ./data-store/data/input/RNA_SEQ_SAMPLES/ stderr.txt,,"-rw-r--r-- 1 jovyan users 0 Apr 8 20:34 stderr.txt

./data-store/data/input/RNA_SEQ_SAMPLES/:
total 0
dr-x------ 1 jovyan jovyan 0 May 29 2020 Drug_A
dr-x------ 1 jovyan jovyan 0 May 29 2020 Drug_B",2023-04-08:20:34
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls -l -R ./data-store/data/input/RNA_SEQ_SAMPLES/,,"./data-store/data/input/RNA_SEQ_SAMPLES/:
total 0
dr-x------ 1 jovyan jovyan 0 May 29 2020 Drug_A
dr-x------ 1 jovyan jovyan 0 May 29 2020 Drug_B

./data-store/data/input/RNA_SEQ_SAMPLES/Drug_A:
total 0
-r-------- 1 jovyan jovyan 3677295 May 20 2020 Drug_A_1.fastq
-r-------- 1 jovyan jovyan 804307 May 20 2020 Drug_A_1.fastq.gz
-r-------- 1 jovyan jovyan 3978812 May 22 2020 Drug_A_2.fastq
-r-------- 1 jovyan jovyan 772800 May 20 2020 Drug_A_2.fastq.gz

./data-store/data/input/RNA_SEQ_SAMPLES/Drug_B:
total 0
-r-------- 1 jovyan jovyan 3978812 May 20 2020 Drug_B_1.fastq
-r-------- 1 jovyan jovyan 827189 May 22 2020 Drug_B_1.fastq.gz
-r-------- 1 jovyan jovyan 3978812 May 20 2020 Drug_B_2.fastq
-r-------- 1 jovyan jovyan 827189 May 22 2020 Drug_B_2.fastq.gz",2023-04-08:20:35
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,pwd,,,pwd,,/home/jovyan,2023-04-08:20:36
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls,,"data-store
stderr.txt
stdout.txt
SuperShell
work",2023-04-08:20:44
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls -l,,"total 4
drwxrwsrwx 2 root jovyan 42 Apr 8 15:24 data-store
-rw-r--r-- 1 jovyan users 0 Apr 8 20:44 stderr.txt
-rw-r--r-- 1 jovyan users 0 Apr 8 20:44 stdout.txt
drwxr-xr-x 6 jovyan users 4096 Apr 8 20:09 SuperShell
drwsrwsr-x 2 jovyan users 10 May 3 2022 work",2023-04-08:20:44
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,cd,,,cd SuperShell/,,,2023-04-08:20:44
